Transaction,date_time,period_day,weekday_weekend,Bread,Scandinavian,Hot chocolate,Jam,Cookies,Muffin,Coffee,Soup,Cake,Juice
4081,31-12-2016 14:46,afternoon,weekend,1,0,1,1,1,1,0,0,1,0
4081,31-12-2016 14:46,afternoon,weekend,1,1,0,1,1,1,0,0,1,0
4082,31-12-2016 14:48,afternoon,weekend,1,0,0,0,0,1,0,1,0,1
4082,31-12-2016 14:48,afternoon,weekend,1,1,1,0,1,1,0,0,1,0
4082,31-12-2016 14:48,afternoon,weekend,0,0,1,0,0,0,0,0,0,1
4083,31-12-2016 14:58,afternoon,weekend,0,1,0,0,1,0,1,0,0,1
4085,31-12-2016 15:06,afternoon,weekend,1,0,0,0,1,0,1,1,0,0
4086,31-12-2016 15:20,afternoon,weekend,1,1,1,1,1,0,0,0,0,1
4086,31-12-2016 15:20,afternoon,weekend,0,0,1,0,1,0,1,0,0,1
4087,31-12-2016 15:53,afternoon,weekend,1,0,0,1,1,1,1,0,1,1
4088,31-12-2016 15:54,afternoon,weekend,0,1,0,1,0,1,0,0,1,1
4088,31-12-2016 15:54,afternoon,weekend,0,1,0,1,1,0,0,0,1,0
4089,31-12-2016 17:36,evening,weekend,1,0,1,0,0,1,0,1,0,1
4089,31-12-2016 17:36,evening,weekend,1,0,1,0,1,0,0,0,1,0
4090,1/1/2017 1:21,morning,weekend,1,0,0,1,1,0,0,0,0,0
4094,3/1/2017 9:08,morning,weekday,0,1,1,1,1,0,1,0,0,1
4095,3/1/2017 9:14,morning,weekday,1,0,0,0,0,1,0,1,0,0
4095,3/1/2017 9:14,morning,weekday,1,1,0,1,0,1,1,0,1,0
4096,3/1/2017 9:17,morning,weekday,1,0,1,0,1,0,1,0,1,1
4097,3/1/2017 9:41,morning,weekday,1,0,1,1,0,1,0,1,1,1
4097,3/1/2017 9:41,morning,weekday,1,1,0,0,0,1,1,1,0,1
4098,3/1/2017 10:06,morning,weekday,0,0,1,1,0,0,0,1,0,0
4098,3/1/2017 10:06,morning,weekday,0,1,0,1,1,0,0,1,0,0
4099,3/1/2017 10:10,morning,weekday,1,0,0,1,1,1,0,0,1,0
4100,3/1/2017 10:20,morning,weekday,1,0,0,0,1,0,1,1,1,1
4100,3/1/2017 10:20,morning,weekday,1,1,1,1,1,0,0,1,0,1
4100,3/1/2017 10:20,morning,weekday,1,0,1,0,1,0,0,1,1,1
4101,3/1/2017 10:25,morning,weekday,1,1,0,1,0,0,1,1,1,1
4101,3/1/2017 10:25,morning,weekday,0,1,1,1,0,1,1,1,0,1
4101,3/1/2017 10:25,morning,weekday,0,1,1,1,1,0,0,1,1,0
4102,3/1/2017 10:28,morning,weekday,1,1,1,1,0,0,1,0,1,1
4102,3/1/2017 10:28,morning,weekday,0,0,1,0,1,0,0,1,0,0
4103,3/1/2017 10:29,morning,weekday,1,0,1,0,1,1,0,0,1,1
4104,3/1/2017 10:33,morning,weekday,0,0,1,1,0,1,1,1,1,1
4105,3/1/2017 10:45,morning,weekday,0,1,1,0,0,1,1,0,0,1
4105,3/1/2017 10:45,morning,weekday,0,1,0,1,0,0,0,0,1,0
4105,3/1/2017 10:45,morning,weekday,0,1,1,1,1,0,0,0,1,1
4105,3/1/2017 10:45,morning,weekday,0,0,0,1,0,1,1,0,0,0
4106,3/1/2017 10:55,morning,weekday,1,1,1,0,0,0,1,1,1,0
4107,3/1/2017 10:55,morning,weekday,1,1,0,0,0,0,0,1,1,0
4108,3/1/2017 10:57,morning,weekday,0,1,1,0,0,0,1,1,0,1
4108,3/1/2017 10:57,morning,weekday,1,0,1,0,0,1,0,1,1,0
4109,3/1/2017 11:02,morning,weekday,1,1,1,0,1,1,0,1,0,0
4110,3/1/2017 11:19,morning,weekday,1,1,0,1,0,0,0,0,0,0
4110,3/1/2017 11:19,morning,weekday,0,1,1,0,0,1,0,1,0,0
4110,3/1/2017 11:19,morning,weekday,1,0,0,1,1,1,1,1,1,0
4110,3/1/2017 11:19,morning,weekday,1,1,0,0,0,1,1,0,0,0
4111,3/1/2017 11:41,morning,weekday,1,1,1,1,0,0,1,0,0,1
4111,3/1/2017 11:41,morning,weekday,0,1,1,0,0,1,0,0,1,0
4112,3/1/2017 11:49,morning,weekday,0,1,0,0,1,0,1,1,0,1
4113,3/1/2017 12:08,afternoon,weekday,1,0,1,1,1,1,1,1,1,1
4113,3/1/2017 12:08,afternoon,weekday,1,0,1,1,0,1,0,0,1,1
4113,3/1/2017 12:08,afternoon,weekday,0,0,0,1,0,1,0,0,0,1
4114,3/1/2017 12:10,afternoon,weekday,0,1,0,0,0,0,0,0,0,0
4115,3/1/2017 12:27,afternoon,weekday,1,0,0,0,1,0,1,0,0,0
4116,3/1/2017 12:31,afternoon,weekday,0,0,1,1,1,0,1,1,1,0
4117,3/1/2017 12:53,afternoon,weekday,1,1,0,0,0,1,0,1,1,1
4117,3/1/2017 12:53,afternoon,weekday,0,1,0,0,0,0,1,1,0,0
4117,3/1/2017 12:53,afternoon,weekday,0,1,1,1,0,0,0,0,0,0
4117,3/1/2017 12:53,afternoon,weekday,1,0,0,1,1,1,1,0,0,1
4118,3/1/2017 13:11,afternoon,weekday,0,1,1,0,0,1,1,1,1,1
4119,3/1/2017 13:22,afternoon,weekday,0,0,0,1,1,0,1,1,0,1
4119,3/1/2017 13:22,afternoon,weekday,1,0,0,1,1,0,0,1,1,1
4119,3/1/2017 13:22,afternoon,weekday,1,0,0,0,0,1,0,0,1,1
4119,3/1/2017 13:22,afternoon,weekday,1,1,1,1,0,0,0,1,0,1
4119,3/1/2017 13:22,afternoon,weekday,0,1,1,0,1,0,0,1,0,1
4120,3/1/2017 13:28,afternoon,weekday,1,1,0,1,0,0,1,0,1,0
4120,3/1/2017 13:28,afternoon,weekday,1,0,1,1,0,0,1,1,0,1
4121,3/1/2017 13:30,afternoon,weekday,1,0,1,1,1,1,0,0,0,0
4121,3/1/2017 13:30,afternoon,weekday,0,0,1,0,0,0,0,0,1,1
4121,3/1/2017 13:30,afternoon,weekday,1,0,0,1,0,0,0,1,1,1
4123,3/1/2017 13:34,afternoon,weekday,1,1,1,1,1,0,1,1,1,1
4124,3/1/2017 13:42,afternoon,weekday,0,0,0,1,0,1,1,1,1,1
4124,3/1/2017 13:42,afternoon,weekday,0,1,0,0,0,1,1,0,0,0
4124,3/1/2017 13:42,afternoon,weekday,1,0,0,0,0,0,1,0,1,0
4124,3/1/2017 13:42,afternoon,weekday,1,1,1,0,1,1,1,1,1,0
4125,3/1/2017 13:48,afternoon,weekday,1,0,0,0,0,1,0,1,1,0
4125,3/1/2017 13:48,afternoon,weekday,0,1,1,0,1,0,0,1,1,0
4125,3/1/2017 13:48,afternoon,weekday,1,0,0,0,1,1,0,1,0,1
4126,3/1/2017 13:58,afternoon,weekday,0,0,0,0,0,0,1,1,1,0
4127,3/1/2017 14:01,afternoon,weekday,1,1,1,0,0,0,1,0,1,1
4127,3/1/2017 14:01,afternoon,weekday,0,0,0,0,0,0,1,1,1,1
4128,3/1/2017 14:12,afternoon,weekday,0,1,1,0,0,0,0,0,1,0
4128,3/1/2017 14:12,afternoon,weekday,0,1,1,1,0,0,0,1,1,1
4129,3/1/2017 14:37,afternoon,weekday,0,0,0,1,1,0,0,0,0,1
4130,3/1/2017 14:56,afternoon,weekday,1,0,1,0,0,1,0,0,1,0
4131,3/1/2017 15:20,afternoon,weekday,1,1,1,1,1,1,1,0,1,1
4132,3/1/2017 15:22,afternoon,weekday,1,0,1,0,0,1,0,1,0,0
4132,3/1/2017 15:22,afternoon,weekday,1,1,0,0,0,1,1,1,1,1
4133,3/1/2017 15:31,afternoon,weekday,1,1,0,1,1,1,0,1,1,1
4133,3/1/2017 15:31,afternoon,weekday,1,1,1,0,0,0,0,0,1,0
4133,3/1/2017 15:31,afternoon,weekday,1,0,0,1,0,0,1,1,1,0
4134,3/1/2017 15:53,afternoon,weekday,0,0,1,0,1,0,0,1,1,0
4135,3/1/2017 16:06,afternoon,weekday,1,1,0,0,1,1,0,0,0,1
4135,3/1/2017 16:06,afternoon,weekday,1,1,1,1,0,0,0,1,1,0
4135,3/1/2017 16:06,afternoon,weekday,1,0,0,0,1,0,0,1,1,1
4136,3/1/2017 16:16,afternoon,weekday,0,0,1,0,0,1,0,0,0,0
4138,3/1/2017 16:54,afternoon,weekday,0,0,1,0,1,0,1,0,1,0
4138,3/1/2017 16:54,afternoon,weekday,1,1,0,0,0,1,1,0,1,0
4139,3/1/2017 17:19,evening,weekday,1,1,1,0,1,0,1,1,1,1
4139,3/1/2017 17:19,evening,weekday,1,0,1,1,0,0,1,0,0,0
4139,3/1/2017 17:19,evening,weekday,0,0,1,0,0,0,1,0,0,0
4140,4/1/2017 9:23,morning,weekday,1,1,1,1,1,1,1,1,1,0
4141,4/1/2017 9:51,morning,weekday,1,0,1,0,1,0,1,1,0,1
4141,4/1/2017 9:51,morning,weekday,0,1,0,0,1,0,0,1,1,1
4141,4/1/2017 9:51,morning,weekday,1,1,1,0,1,1,1,1,1,1
4142,4/1/2017 10:14,morning,weekday,0,1,1,1,1,1,0,1,1,1
4142,4/1/2017 10:14,morning,weekday,0,1,1,0,1,0,1,1,0,1
4142,4/1/2017 10:14,morning,weekday,0,1,0,1,0,1,0,0,0,1
4142,4/1/2017 10:14,morning,weekday,1,0,0,1,0,1,1,0,1,1
4143,4/1/2017 10:16,morning,weekday,1,0,0,1,0,0,0,0,0,1
4144,4/1/2017 10:17,morning,weekday,0,0,1,1,0,1,1,1,0,0
4144,4/1/2017 10:17,morning,weekday,0,0,0,0,0,0,0,1,0,1
4144,4/1/2017 10:17,morning,weekday,0,0,1,1,0,0,1,1,0,1
4145,4/1/2017 10:33,morning,weekday,1,0,1,1,1,0,0,0,0,0
4146,4/1/2017 10:56,morning,weekday,0,0,0,1,1,0,0,0,0,1
4147,4/1/2017 10:59,morning,weekday,1,0,0,1,0,1,1,1,1,1
4148,4/1/2017 11:13,morning,weekday,0,1,0,1,0,0,1,0,0,1
4148,4/1/2017 11:13,morning,weekday,1,0,0,1,0,1,1,1,0,0
4149,4/1/2017 11:23,morning,weekday,1,0,1,0,1,0,1,0,1,0
4149,4/1/2017 11:23,morning,weekday,1,1,0,1,1,0,0,1,0,1
4150,4/1/2017 11:28,morning,weekday,1,1,1,0,0,0,0,0,0,0
4151,4/1/2017 11:38,morning,weekday,0,0,1,0,0,0,0,0,0,1
4152,4/1/2017 11:54,morning,weekday,1,0,1,1,1,1,1,1,1,1
4152,4/1/2017 11:54,morning,weekday,1,1,1,1,0,0,0,1,1,1
4153,4/1/2017 11:56,morning,weekday,1,1,0,1,0,1,1,0,0,1
4153,4/1/2017 11:56,morning,weekday,1,0,0,0,0,0,1,1,1,1
4154,4/1/2017 12:11,afternoon,weekday,0,1,1,0,0,1,0,0,1,1
4154,4/1/2017 12:11,afternoon,weekday,0,1,0,1,0,1,0,0,0,0
4155,4/1/2017 12:13,afternoon,weekday,1,0,1,1,1,0,1,0,0,1
4155,4/1/2017 12:13,afternoon,weekday,0,1,0,1,0,0,0,1,0,0
4155,4/1/2017 12:13,afternoon,weekday,0,0,1,0,1,1,0,0,0,0
4155,4/1/2017 12:13,afternoon,weekday,0,1,1,1,0,1,1,0,1,0
4156,4/1/2017 12:33,afternoon,weekday,0,0,1,0,1,1,1,0,0,0
4156,4/1/2017 12:33,afternoon,weekday,0,1,0,1,0,0,0,1,1,0
4156,4/1/2017 12:33,afternoon,weekday,0,0,0,1,1,1,1,1,1,0
4157,4/1/2017 13:01,afternoon,weekday,0,0,0,1,1,1,1,1,0,1
4157,4/1/2017 13:01,afternoon,weekday,1,1,0,1,0,1,1,1,0,1
4157,4/1/2017 13:01,afternoon,weekday,1,1,1,1,0,0,1,0,0,0
4158,4/1/2017 13:05,afternoon,weekday,1,1,1,1,0,1,0,1,0,1
4159,4/1/2017 13:31,afternoon,weekday,1,1,1,1,0,1,0,1,1,0
4159,4/1/2017 13:31,afternoon,weekday,1,0,0,1,0,0,1,1,1,1
4159,4/1/2017 13:31,afternoon,weekday,1,1,0,1,1,1,0,1,1,1
4159,4/1/2017 13:31,afternoon,weekday,0,0,0,1,0,1,1,1,0,1
4159,4/1/2017 13:31,afternoon,weekday,1,0,1,0,1,1,1,1,0,0
4160,4/1/2017 13:47,afternoon,weekday,1,0,0,0,1,1,1,1,0,1
4161,4/1/2017 14:11,afternoon,weekday,0,0,1,0,0,1,0,0,0,1
4161,4/1/2017 14:11,afternoon,weekday,1,1,1,1,0,1,1,1,0,1
4161,4/1/2017 14:11,afternoon,weekday,1,0,0,1,1,1,0,0,0,0
4161,4/1/2017 14:11,afternoon,weekday,0,1,0,1,0,1,1,1,1,1
4162,4/1/2017 14:31,afternoon,weekday,0,1,1,0,1,1,0,0,1,1
4162,4/1/2017 14:31,afternoon,weekday,1,1,1,0,0,1,1,1,1,1
4163,4/1/2017 14:42,afternoon,weekday,1,0,1,0,1,1,0,1,0,1
4163,4/1/2017 14:42,afternoon,weekday,0,0,1,1,1,0,0,1,0,0
4164,4/1/2017 14:43,afternoon,weekday,1,0,0,0,1,1,1,1,0,0
4164,4/1/2017 14:43,afternoon,weekday,0,0,0,0,0,0,0,0,1,0
4165,4/1/2017 14:56,afternoon,weekday,1,0,1,0,0,1,1,1,0,1
4165,4/1/2017 14:56,afternoon,weekday,1,0,1,0,1,1,1,1,1,0
4166,4/1/2017 14:57,afternoon,weekday,1,1,0,1,1,0,0,0,0,0
4166,4/1/2017 14:57,afternoon,weekday,1,1,1,0,0,1,0,0,0,1
4167,4/1/2017 15:28,afternoon,weekday,1,1,0,0,0,0,1,1,0,0
4167,4/1/2017 15:28,afternoon,weekday,0,1,1,1,1,1,0,0,1,1
4168,4/1/2017 15:28,afternoon,weekday,0,0,1,0,1,0,1,1,0,0
4169,4/1/2017 15:44,afternoon,weekday,0,1,0,0,1,0,1,0,1,0
4169,4/1/2017 15:44,afternoon,weekday,1,1,1,0,0,0,1,1,0,0
4169,4/1/2017 15:44,afternoon,weekday,1,0,0,0,1,0,1,0,0,0
4170,4/1/2017 15:56,afternoon,weekday,0,0,1,0,0,1,1,0,0,0
4170,4/1/2017 15:56,afternoon,weekday,0,1,1,0,1,1,0,1,0,0
4171,4/1/2017 16:35,afternoon,weekday,0,0,0,1,1,0,1,0,0,1
4171,4/1/2017 16:35,afternoon,weekday,1,1,1,1,0,0,1,1,0,1
4172,4/1/2017 16:36,afternoon,weekday,1,1,0,0,1,0,1,1,0,0
4172,4/1/2017 16:36,afternoon,weekday,0,0,1,1,0,0,1,1,1,1
4172,4/1/2017 16:36,afternoon,weekday,0,0,0,0,1,0,1,1,1,0
4173,4/1/2017 16:39,afternoon,weekday,1,1,0,1,0,1,0,1,1,0
4173,4/1/2017 16:39,afternoon,weekday,1,1,1,1,0,1,0,1,1,0
4174,4/1/2017 17:03,evening,weekday,0,1,0,1,1,1,1,1,1,0
4175,4/1/2017 17:10,evening,weekday,1,1,0,0,1,0,1,1,0,0
4176,4/1/2017 17:14,evening,weekday,0,0,1,0,1,0,1,0,1,0
4177,5/1/2017 8:08,morning,weekday,0,0,0,1,0,0,0,0,0,1
4178,5/1/2017 8:20,morning,weekday,1,0,1,0,0,1,0,0,1,1
4179,5/1/2017 8:33,morning,weekday,0,0,0,0,0,1,1,1,1,0
4180,5/1/2017 8:48,morning,weekday,1,1,1,0,0,0,1,1,1,0
4180,5/1/2017 8:48,morning,weekday,0,1,0,0,0,0,0,1,0,0
4181,5/1/2017 8:57,morning,weekday,1,0,0,1,1,0,1,0,0,1
4181,5/1/2017 8:57,morning,weekday,1,0,0,1,1,0,1,0,1,0
4182,5/1/2017 9:06,morning,weekday,1,1,1,1,0,1,1,1,1,1
4182,5/1/2017 9:06,morning,weekday,1,1,0,1,1,0,1,1,0,0
4183,5/1/2017 9:10,morning,weekday,1,0,1,0,1,1,0,0,1,1
4183,5/1/2017 9:10,morning,weekday,1,1,1,0,0,0,0,0,1,1
4183,5/1/2017 9:10,morning,weekday,0,0,1,1,0,0,1,1,0,0
4184,5/1/2017 9:31,morning,weekday,1,1,0,1,1,0,1,1,1,0
4184,5/1/2017 9:31,morning,weekday,1,0,0,0,0,0,1,1,0,0
4185,5/1/2017 9:38,morning,weekday,0,0,1,1,0,1,0,1,0,0
4185,5/1/2017 9:38,morning,weekday,1,1,0,1,1,0,1,0,1,1
4185,5/1/2017 9:38,morning,weekday,1,0,0,0,1,0,0,0,0,1
4186,5/1/2017 9:47,morning,weekday,1,0,1,1,1,0,1,1,0,0
4186,5/1/2017 9:47,morning,weekday,0,0,0,0,1,1,0,0,1,1
4186,5/1/2017 9:47,morning,weekday,0,1,1,0,0,1,0,1,1,1
4187,5/1/2017 10:41,morning,weekday,0,1,1,0,1,0,0,0,1,1
4187,5/1/2017 10:41,morning,weekday,1,0,1,1,1,1,0,1,0,0
4188,5/1/2017 10:51,morning,weekday,0,0,0,1,0,0,1,1,0,0
4188,5/1/2017 10:51,morning,weekday,0,0,1,0,0,0,1,1,0,0
4189,5/1/2017 10:53,morning,weekday,1,1,0,0,1,0,0,1,1,1
4189,5/1/2017 10:53,morning,weekday,0,1,1,0,0,0,0,0,1,0
4189,5/1/2017 10:53,morning,weekday,1,0,1,1,0,0,0,1,1,0
4190,5/1/2017 11:01,morning,weekday,0,0,0,1,0,0,1,1,0,0
4191,5/1/2017 11:05,morning,weekday,1,1,1,0,1,1,0,0,1,0
4191,5/1/2017 11:05,morning,weekday,0,1,0,1,0,0,0,0,1,0
4191,5/1/2017 11:05,morning,weekday,1,1,0,0,0,1,1,1,1,1
4192,5/1/2017 11:20,morning,weekday,0,1,0,1,0,1,1,1,0,0
4192,5/1/2017 11:20,morning,weekday,0,0,0,1,0,1,1,0,0,1
4193,5/1/2017 11:24,morning,weekday,1,0,1,0,1,1,0,0,0,0
4193,5/1/2017 11:24,morning,weekday,0,1,0,1,1,0,0,0,0,1
4194,5/1/2017 11:34,morning,weekday,0,1,0,0,0,0,1,1,1,0
4195,5/1/2017 11:36,morning,weekday,1,0,0,1,0,1,0,1,0,0
4196,5/1/2017 11:41,morning,weekday,0,1,0,1,0,1,0,1,0,1
4196,5/1/2017 11:41,morning,weekday,1,1,1,1,0,1,0,0,0,1
4196,5/1/2017 11:41,morning,weekday,1,0,0,0,1,1,1,0,1,1
4196,5/1/2017 11:41,morning,weekday,0,0,1,1,0,0,1,0,1,1
4197,5/1/2017 11:52,morning,weekday,1,1,1,1,0,1,0,1,0,0
4197,5/1/2017 11:52,morning,weekday,1,0,0,0,0,1,0,1,1,1
4198,5/1/2017 12:05,afternoon,weekday,1,0,1,0,0,0,1,1,1,1
4198,5/1/2017 12:05,afternoon,weekday,0,1,1,0,0,1,1,1,1,1
4199,5/1/2017 12:07,afternoon,weekday,0,0,0,0,0,1,0,0,0,0
4199,5/1/2017 12:07,afternoon,weekday,0,0,1,1,0,1,0,0,0,0
4200,5/1/2017 12:10,afternoon,weekday,1,1,0,1,1,1,0,0,0,0
4201,5/1/2017 12:17,afternoon,weekday,1,1,1,1,0,1,1,0,0,0
4202,5/1/2017 12:21,afternoon,weekday,0,0,0,0,1,1,0,1,1,0
4202,5/1/2017 12:21,afternoon,weekday,1,0,1,0,1,1,0,0,1,1
4202,5/1/2017 12:21,afternoon,weekday,1,1,1,1,1,1,0,1,0,0
4202,5/1/2017 12:21,afternoon,weekday,0,1,0,1,1,0,0,1,0,1
4203,5/1/2017 12:39,afternoon,weekday,0,0,1,0,1,1,1,1,0,1
4204,5/1/2017 12:43,afternoon,weekday,0,0,0,0,1,1,1,0,1,0
4205,5/1/2017 12:44,afternoon,weekday,1,0,0,1,1,0,1,1,1,0
4206,5/1/2017 12:45,afternoon,weekday,1,0,0,1,1,0,0,0,0,1
4206,5/1/2017 12:45,afternoon,weekday,0,1,0,1,0,1,0,0,0,0
4206,5/1/2017 12:45,afternoon,weekday,0,1,1,0,0,0,0,1,1,1
4208,5/1/2017 12:55,afternoon,weekday,0,1,0,1,0,0,1,0,0,0
4209,5/1/2017 13:03,afternoon,weekday,1,0,0,0,0,1,0,1,0,1
4210,5/1/2017 13:05,afternoon,weekday,1,0,1,0,1,0,1,1,1,1
4210,5/1/2017 13:05,afternoon,weekday,1,1,1,0,0,0,0,0,1,0
4210,5/1/2017 13:05,afternoon,weekday,0,0,1,0,1,1,1,0,1,0
4211,5/1/2017 13:13,afternoon,weekday,1,0,0,1,0,0,1,0,1,0
4211,5/1/2017 13:13,afternoon,weekday,0,1,1,1,0,1,1,1,1,0
4211,5/1/2017 13:13,afternoon,weekday,1,1,1,0,1,0,1,0,0,1
4211,5/1/2017 13:13,afternoon,weekday,1,1,0,0,1,1,0,0,1,0
4211,5/1/2017 13:13,afternoon,weekday,1,1,1,1,1,0,0,0,0,1
4212,5/1/2017 13:19,afternoon,weekday,0,1,1,0,0,1,1,1,1,1
4212,5/1/2017 13:19,afternoon,weekday,1,1,1,0,0,0,0,0,1,0
4212,5/1/2017 13:19,afternoon,weekday,1,0,0,0,1,1,1,0,1,0
4213,5/1/2017 13:20,afternoon,weekday,0,0,0,0,1,0,0,0,0,1
4214,5/1/2017 13:25,afternoon,weekday,0,0,1,0,1,0,0,1,0,1
4214,5/1/2017 13:25,afternoon,weekday,1,0,0,0,1,0,1,0,0,0
4215,5/1/2017 13:30,afternoon,weekday,1,1,1,0,0,1,1,1,0,0
4215,5/1/2017 13:30,afternoon,weekday,1,1,0,0,0,1,0,1,1,0
4216,5/1/2017 13:37,afternoon,weekday,1,1,0,0,0,1,1,0,1,1
4217,5/1/2017 13:47,afternoon,weekday,1,1,0,0,1,0,0,0,0,1
4218,5/1/2017 14:01,afternoon,weekday,0,0,0,1,0,1,0,1,0,1
4219,5/1/2017 14:09,afternoon,weekday,0,0,0,1,1,1,0,1,1,1
4220,5/1/2017 14:35,afternoon,weekday,0,0,1,0,0,0,0,1,0,0
4221,5/1/2017 14:36,afternoon,weekday,1,0,0,1,1,0,0,1,0,1
4222,5/1/2017 14:41,afternoon,weekday,0,1,0,1,0,1,0,0,1,1
4223,5/1/2017 15:04,afternoon,weekday,1,1,0,1,0,0,1,1,1,1
4223,5/1/2017 15:04,afternoon,weekday,1,0,1,0,1,1,1,1,1,1
4224,5/1/2017 15:07,afternoon,weekday,0,0,1,1,0,1,1,0,1,0
4224,5/1/2017 15:07,afternoon,weekday,0,0,1,1,0,0,0,1,1,1
4225,5/1/2017 15:32,afternoon,weekday,1,1,0,0,1,0,0,1,0,0
4225,5/1/2017 15:32,afternoon,weekday,0,1,1,1,0,1,1,1,1,1
4225,5/1/2017 15:32,afternoon,weekday,0,0,0,0,1,0,0,1,0,1
4226,5/1/2017 15:56,afternoon,weekday,1,0,1,0,1,0,0,1,1,1
4226,5/1/2017 15:56,afternoon,weekday,1,1,0,1,0,0,0,0,0,0
4226,5/1/2017 15:56,afternoon,weekday,1,0,1,0,1,1,1,1,0,0
4227,5/1/2017 17:01,evening,weekday,1,0,1,1,0,1,0,0,0,0
4228,6/1/2017 8:32,morning,weekday,1,0,1,0,0,1,1,1,0,0
4229,6/1/2017 8:35,morning,weekday,1,0,1,0,1,1,1,0,0,1
4230,6/1/2017 8:44,morning,weekday,0,0,0,1,1,0,0,1,1,1
4230,6/1/2017 8:44,morning,weekday,1,1,0,0,1,1,0,1,0,1
4231,6/1/2017 8:58,morning,weekday,0,1,1,1,0,1,0,1,1,0
4231,6/1/2017 8:58,morning,weekday,0,0,1,0,0,0,0,1,0,1
4232,6/1/2017 9:05,morning,weekday,0,1,0,1,1,1,0,0,1,1
4233,6/1/2017 9:10,morning,weekday,1,0,0,1,0,0,0,0,1,0
4233,6/1/2017 9:10,morning,weekday,1,0,0,0,0,1,1,1,0,1
4233,6/1/2017 9:10,morning,weekday,1,1,0,0,1,1,1,1,1,1
4233,6/1/2017 9:10,morning,weekday,1,0,0,1,0,0,0,0,0,1
4234,6/1/2017 9:11,morning,weekday,1,1,0,1,1,1,1,1,0,1
4234,6/1/2017 9:11,morning,weekday,1,1,0,1,1,1,0,1,0,1
4234,6/1/2017 9:11,morning,weekday,1,1,1,0,1,1,0,1,0,0
4235,6/1/2017 9:29,morning,weekday,0,1,1,0,1,1,1,0,1,1
4236,6/1/2017 9:42,morning,weekday,1,0,0,1,0,1,0,0,1,0
4236,6/1/2017 9:42,morning,weekday,0,0,1,1,0,1,1,0,0,0
4237,6/1/2017 10:14,morning,weekday,0,1,1,0,0,0,0,0,1,1
4237,6/1/2017 10:14,morning,weekday,1,1,1,0,1,0,0,0,0,0
4237,6/1/2017 10:14,morning,weekday,1,0,0,0,0,1,1,0,0,1
4237,6/1/2017 10:14,morning,weekday,1,0,0,0,1,0,1,1,1,0
4237,6/1/2017 10:14,morning,weekday,1,0,1,1,1,1,1,0,0,1
4238,6/1/2017 10:16,morning,weekday,0,0,0,1,1,1,1,0,0,1
4238,6/1/2017 10:16,morning,weekday,0,0,1,1,0,1,1,0,1,1
4239,6/1/2017 10:21,morning,weekday,1,1,0,1,1,0,0,0,1,0
4239,6/1/2017 10:21,morning,weekday,0,0,0,0,0,0,0,0,1,0
4240,6/1/2017 10:46,morning,weekday,0,0,1,1,1,1,0,1,0,0
4240,6/1/2017 10:46,morning,weekday,0,0,0,0,1,0,0,0,0,0
4241,6/1/2017 10:54,morning,weekday,0,0,1,0,0,0,1,0,1,1
4241,6/1/2017 10:54,morning,weekday,1,0,1,0,1,0,1,1,0,0
4242,6/1/2017 11:01,morning,weekday,1,1,0,1,0,0,1,0,1,1
4242,6/1/2017 11:01,morning,weekday,0,1,0,1,0,1,1,0,1,0
4242,6/1/2017 11:01,morning,weekday,1,1,1,0,0,0,0,0,1,0
4242,6/1/2017 11:01,morning,weekday,0,1,0,1,1,0,1,0,0,0
4243,6/1/2017 11:12,morning,weekday,1,0,0,1,1,0,1,1,1,0
4243,6/1/2017 11:12,morning,weekday,1,0,0,0,1,1,1,1,0,0
4243,6/1/2017 11:12,morning,weekday,0,0,0,0,1,0,0,0,1,0
4243,6/1/2017 11:12,morning,weekday,1,1,1,0,1,1,0,0,0,0
4243,6/1/2017 11:12,morning,weekday,0,0,1,0,1,1,1,0,1,1
4244,6/1/2017 11:21,morning,weekday,1,0,0,0,1,0,1,1,0,0
4244,6/1/2017 11:21,morning,weekday,0,1,0,0,0,0,1,0,1,0
4245,6/1/2017 12:07,afternoon,weekday,1,0,1,1,1,0,0,0,0,0
4245,6/1/2017 12:07,afternoon,weekday,1,1,0,0,1,0,1,0,1,1
4245,6/1/2017 12:07,afternoon,weekday,1,1,0,0,0,1,1,0,1,1
4245,6/1/2017 12:07,afternoon,weekday,1,1,1,0,1,1,0,0,1,1
4245,6/1/2017 12:07,afternoon,weekday,0,0,1,1,0,1,0,0,0,1
4246,6/1/2017 12:25,afternoon,weekday,0,0,1,1,0,1,1,1,1,0
4246,6/1/2017 12:25,afternoon,weekday,0,1,1,1,1,1,1,0,1,0
4247,6/1/2017 12:26,afternoon,weekday,0,1,1,1,0,1,0,1,1,1
4248,6/1/2017 12:32,afternoon,weekday,0,0,1,1,0,0,0,0,1,0
4249,6/1/2017 12:33,afternoon,weekday,0,1,1,1,0,1,0,1,1,1
4250,6/1/2017 12:33,afternoon,weekday,1,1,1,0,1,0,1,1,0,0
4251,6/1/2017 12:46,afternoon,weekday,0,1,0,1,0,1,1,1,0,0
4251,6/1/2017 12:46,afternoon,weekday,0,1,1,1,1,0,0,0,1,1
4251,6/1/2017 12:46,afternoon,weekday,1,1,0,0,0,0,0,1,0,1
4252,6/1/2017 12:49,afternoon,weekday,1,1,1,0,0,0,0,1,0,0
4253,6/1/2017 12:57,afternoon,weekday,1,0,0,1,0,0,0,0,0,0
4254,6/1/2017 13:27,afternoon,weekday,1,1,1,1,1,1,0,1,0,1
